,CHAPTER,CHAPTER NAME SANSKRIT,CHAPTER NAME ENGLISH,VERSE NUMBER,SANSKRIT VERSE,SANSKRIT TRANSLITERATION,WORD TRANSLATION,SANSKRIT ENGLISH,VERSE TRANSLATION,VERSE COMMENTARY
0,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,1,श्रीभगवानुवाच |मय्यासक्तमना: पार्थ योगं युञ्जन्मदाश्रय: |असंशयं समग्रं मां यथा ज्ञास्यसि तच्छृणु || 1||,śhrī bhagavān uvāchamayyāsakta-manāḥ pārtha yogaṁ yuñjan mad-āśhrayaḥasanśhayaṁ samagraṁ māṁ yathā jñāsyasi tach chhṛiṇu,"śhrī-bhagavān uvācha—the Supreme Lord said;mayi—to me;āsakta-manāḥ—with the mind attached;pārtha—Arjun, the son of Pritha;yogam—bhakti yog;yuñjan—practicing;mad-āśhrayaḥ—surrendering to me;asanśhayam—free from doubt;samagram—completely;mām—me;yathā—how;jñāsyasi—you shall know;tat—that;śhṛiṇu—listen",shri bhagavan uvachamayyasakta-manah partha yogam yunjan mad-ashrayahasanshayam samagram mam yatha jnasyasi tach chhrinu,"BG 7.1:The Supreme Lord said: Now listen, O Arjun, how, with the mind attached exclusively to Me, and surrendering to Me through the practice ofbhakti yog, you can know Me completely, free from doubt.","While concluding the previous chapter, Shree Krishna stated that the best yogis are those who exclusively focus on God and serve Him with great dedication. This gives rise to a few questions, such as, how can one get to know the Supreme Lord? How should a devotee worship Him and meditate upon Him?Although Arjun had not asked these questions, yet the Omniscient and kind Lord began to answer. Here, Shree Krishna has used the termsmad-āśhrayaḥ, meaning “with your mind focused on Me” andśhṛiṇu,which means “listen.” He is asking Arjun to listen to Him attentively."
11,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,12,ये चैव सात्त्विका भावा राजसास्तामसाश्च ये |मत्त एवेति तान्विद्धि न त्वहं तेषु ते मयि || 12||,ye chaiva sāttvikā bhāvā rājasās tāmasāśh cha yematta eveti tān viddhi na tvahaṁ teṣhu te mayi,ye—whatever;cha—and;eva—certainly;sāttvikāḥ—in the mode of goodness;bhāvāḥ—states of material existence;rājasāḥ—in the mode of passion;tāmasāḥ—in the mode of ignorance;cha—and;ye—whatever;mattaḥ—from me;eva—certainly;iti—thus;tān—those;viddhi—know;na—not;tu—but;aham—I;teṣhu—in them;te—they;mayi—in me,ye chaiva sattvika bhava rajasas tamasash cha yematta eveti tan viddhi na tvaham teshu te mayi,"BG 7.12:The three states of material existence—goodness, passion, and ignorance—are manifested by My energy. They are in Me, but I am beyond them.","In this verse, Shree Krishna sums up His glories that He had described in the previous four verses. He says, “Arjun, I have explained how I am the essence of all objects.  But there is no point in going into detail.  All good-bad and ugly objects and states of existence are made possible only by My energy.”Even though the entire creation originates from God, He is beyond His creation and independent of it. A famous poet Alfred Tennyson stated in his poem “In Memorium:”Our little systems have their day;They have their day and cease to be.They are but broken lights of thee,And thou, O Lord, art more than they."
12,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,13,त्रिभिर्गुणमयैर्भावैरेभि: सर्वमिदं जगत् |मोहितं नाभिजानाति मामेभ्य: परमव्ययम् || 13||,tribhir guṇa-mayair bhāvair ebhiḥ sarvam idaṁ jagatmohitaṁ nābhijānāti māmebhyaḥ param avyayam,tribhiḥ—by three;guṇa-mayaiḥ—consisting of the modes of material nature;bhāvaiḥ—states;ebhiḥ—all these;sarvam—whole;idam—this;jagat—universe;mohitam—deluded;na—not;abhijānāti—know;mām—me;ebhyaḥ—these;param—the supreme;avyayam—imperishable,tribhir guna-mayair bhavair ebhih sarvam idam jagatmohitam nabhijanati mamebhyah param avyayam,"BG 7.13:Deluded by the three modes of Maya, people in this world are unable to know Me, the imperishable and eternal.","The omniscience Lord Krishna was aware that the following question will come to Arjun’s mind, “If such are yourVibhutis(opulence), then why most humans forget that you are the Supreme creator and controller of this entire creation?”Shree Krishna says that humans are deluded by the three modes of Maya (His material energy) that are ignorance, passion and goodness. These veil the human consciousness and cause fascination with the bodily pleasures which are short-lived. The word “Maya” is made frommā(not) andyā(what is).  Thus, Maya means “that which is not what it appears to be.”Maya, being one of God’s energy, is engaged in the service of hiding His true nature from the souls who are not yet eligible or God-realized. It lures and confuses the souls who are alreadyvimukh(having their backs turned) from God. It also troubles them with problems and difficulties aided by the three-fold material miseries. By this, Maya makes the souls realize that they can never be happy unless they aresanmukh(their face turned) toward God."
13,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,14,दैवी ह्येषा गुणमयी मम माया दुरत्यया |मामेव ये प्रपद्यन्ते मायामेतां तरन्ति ते || 14||,daivī hyeṣhā guṇa-mayī mama māyā duratyayāmām eva ye prapadyante māyām etāṁ taranti te,daivī—divine;hi—certainly;eṣhā—this;guṇa-mayī—consisting of the three modes of nature;mama—my;māyā—God’s external energy;duratyayā—very difficult to overcome;mām—unto me;eva—certainly;ye—who;prapadyante—surrender;māyām etām—this Maya;taranti—cross over;te—they,daivi hyesha guna-mayi mama maya duratyayamam eva ye prapadyante mayam etam taranti te,"BG 7.14:My divine energy Maya, consisting of the three modes of nature, is very difficult to overcome. But those who surrender unto Me cross over it easily.","Some people claim that Maya ismithyā(non-existent).  They say that the material energy Maya is a perception created due to our ignorance, but if someone attains spiritual knowledge, Maya will cease to exist. The soul itself is the Ultimate Reality, and once we understand that, all illusions shall dispel. However, this theory is negated by the Bhagavad Gita in this verse. Shree Krishna has already stated that Maya is an extension of His energy and not an illusion. The Śhwetāśhvatar Upaniṣhad also states:māyāṁ tu prakṛitiṁ vidyānmāyinaṁ tu maheśhvaram(4.10)“Maya is the energy (prakṛiti), while God is the Energetic.”The Ramayan states:so dāsī raghubīra ki samujheṅ mithyā sopi“Some people think Maya ismithyā(non-existent), but factually it is an energy engaged in the service of God.”Shree Krishna has mentioned here that because Maya is His energy, it is difficult to overcome. If someone claims they have defeated Maya, that would mean they have defeated God. No one can conquer God; therefore, Maya is equally invincible. The human mind is made of Maya merely by self-effort no yogi, jñānī,ascetic, orkarmīcan successfully control the mind.One could then ask, “Is it impossible to overcome Maya?” The second line of this verse has the answer to this question. Shree Krishna says, “Those who surrender themselves to Me, the Supreme Lord, then by My grace, they would smoothly cross the ocean of material existence. I will instruct Maya to leave this soul, now that it has become Mine.” On God’s instructions Maya, the material energy of God, simply releases the surrendered soul from its clutches. It says, “My job is to keep troubling the soul until it surrenders at the feet of God; once the soul reaches there, my job is complete.”Here is an example from everyday life. Assume that you visit a friend who has a large house, outside on the gate, a board says, “Beware of dog.” When you look inside, a trained guard dog is standing on the lawn. As soon as it spots you, it starts growling menacingly, scared; you decide to take the back gate. But even before you reach the back of the house, it is waiting there for you and snarls furiously, as if saying, “You dare step into this house.” You have no choice, and you shout your friend’s name aloud. Hearing all the commotion, your friend comes and finds you at the gate troubled by his dog. He sternly says to the dog, “No, Tommy, that is a friend, we need to let him in, come and sit down here.” Hearing his master’s command, the dog silently goes and sits near him. You can now open the gate and let yourself in without fear.In the same way, we are in the clutches of Maya, the material energy. Although it is subservient to God, it keeps troubling us so that we keep moving towards God. By our own efforts, we cannot defeat Maya; only when we surrender completely to God, by His grace, we can cross the ocean of material existence. The next question in our mind would be, “If it is so easy to defeat Maya, then why is it that most of us fail?” Shree Krishna has elaborated on that in the next verse."
14,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,15,न मां दुष्कृतिनो मूढा: प्रपद्यन्ते नराधमा: |माययापहृतज्ञाना आसुरं भावमाश्रिता: || 15||,na māṁ duṣhkṛitino mūḍhāḥ prapadyante narādhamāḥmāyayāpahṛita-jñānā āsuraṁ bhāvam āśhritāḥ,na—not;mām—unto me;duṣhkṛitinaḥ—the evil doers;mūḍhāḥ—the ignorant;prapadyante—surrender;nara-adhamāḥ—one who lazily follows one’s lower nature;māyayā—by God’s material energy;apahṛita jñānāḥ—those with deluded intellect;āsuram—demoniac;bhāvam—nature;āśhritāḥ—surrender,na mam dushkritino mudhah prapadyante naradhamahmayayapahrita-jnana asuram bhavam ashritah,"BG 7.15:Four kinds of people do not surrender unto Me—those ignorant of knowledge, those who lazily follow their lower nature though capable of knowing Me, those with deluded intellect, and those with a demoniac nature.","In this verse, Shree Krishna says that there are four categories of people who do not surrender to Him:1. The Ignorant.People who lack spiritual knowledge and do not know anything about the soul being eternal and that its ultimate goal is God-realization. They have never heard about these concepts or aware of the process of surrendering to God.2. The lazy.These are the ones who have the knowledge and awareness of what they need to do still, due to their lazy-nature do not want to take any initiative to surrender. Laziness can be a big pitfall for someone on the path of spirituality. There is a Sanskrit saying:ālasya hī manuṣhyāṇāṁ śharīrastho mahān ripuḥnāstyudyamasamo bandhuḥ kṛitvā yaṁ nāvasīdati“Laziness is a big enemy, and it resides; in our body itself.  Work is a good friend of humans, which never leads to downfall.”3. Deluded Intellects.People who are so proud of their intellects that they have no faith in the scriptures and the teachings of the saints. Because they do not have faith, they are unable to practice surrender or understand the concepts of God-realization.4. Demonic Nature.These are the people who are aware of God and His purpose for the world but still work against Him.  It is because of their demonic nature; they do not like God and His glories. They themselves are far from devotion and try to disturb others who are on the path of spirituality. Surrender to God is not at all expected from them."
15,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,16,चतुर्विधा भजन्ते मां जना: सुकृतिनोऽर्जुन |आर्तो जिज्ञासुरर्थार्थी ज्ञानी च भरतर्षभ || 16||,chatur-vidhā bhajante māṁ janāḥ sukṛitino ’rjunaārto jijñāsur arthārthī jñānī cha bharatarṣhabha,"chatuḥ-vidhāḥ—four kinds;bhajante—worship;mām—me;janāḥ—people;su-kṛitinaḥ—those who are pious;arjuna—Arjun;ārtaḥ—the distressed;jijñāsuḥ—the seekers of knowledge;artha-arthī—the seekers of material gain;jñānī—those who are situated in knowledge;cha—and;bharata-ṛiṣhabha—The best amongst the Bharatas, Arjun",chatur-vidha bhajante mam janah sukritino ’rjunaarto jijnasur artharthi jnani cha bharatarshabha,"BG 7.16:O best amongst the Bharatas, four kinds of pious people engage in My devotion—the distressed, the seekers of knowledge, the seekers of worldly possessions, and those who are situated in knowledge.","In the previous verse, Shree Krishna described the four categories of people who do not surrender to Him. Now He describes; the other four kinds who take refuge in Him.1. The distressed.Those who find that their pot of worldly miseries is overflowing, and they are unable to cope with them conclude that it is futile running after the world. Thus, decide to take shelter in God. Similarly, those who find that the worldly supports fail to protect them; turn to God for protection. An apt example in the Mahabharata was Draupadi’s surrender to Shree Krishna when Duryodhan and Dushasan tried to dishonor her in the courtroom of Hastinapur. Initially, she expected her husbands would protect her, but they did not. She pleaded the elders in the courtroom, Bheeshma, Vidur, Dhritarashtra, Dronacharya, Kripacharya, etc. However, everyone remained speechless. When cruel Dushasan tried to disrobe her, she clenched her sari with her teeth and tried to protect her honor with her own strength. But her teeth could not hold on to the sari for long; they gave in to Dushasan’s strength. She was helpless and finally called out to Shree Krishna for help. It was at this point that she surrendered completely to God and was not relying on anyone or her own strength for protection. Shree Krishna reciprocated immediately and intervened. Now, how much ever Dushasan pulled, Draupadi’s sari kept extending, and very soon, there was a huge pile of cloth in the middle of the courtroom. Dushasan was unable to disrobe Draupadi; exhausted, he gave up. Such was the power of God’s protection, but it came only when Draupadi surrendered completely.2. The knowledge seekers.There are some people who have heard about the opulence of God and His spiritual realm. Thus, they are curious to know all about God and try to seek Him through knowledge.3. The seekers of worldly possessions.Some people are clear about what they want and take the shelter of God because they are convinced; that only God can provide what they are seeking. King Dhruv is an apt example. When Dhruv was a small boy, he felt neglected by his father, King Uttanapada. Disheartened, he went into the forest and did penance to please God. He wanted to become more powerful than his father. But as his devotion grew, he realized that God possessed the priceless jewel of divine love, and what he was seeking was like broken pieces of glass. Therefore, when pleased with his devotion, God gave himdarshan,he requested the Lord to bestow upon him; self-less pure love.4. Those situated in knowledge.Lastly, those souls who have understood the truth that they are tiny parts of God. Such people engage in devotion with the intent that it is their eternal duty to love and serve Him. Shree Krishna calls them the fourth kind of devotees."
16,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,17,तेषां ज्ञानी नित्ययुक्त एकभक्तिर्विशिष्यते |प्रियो हि ज्ञानिनोऽत्यर्थमहं स च मम प्रिय: || 17||,teṣhāṁ jñānī nitya-yukta eka-bhaktir viśhiṣhyatepriyo hi jñānino ’tyartham ahaṁ sa cha mama priyaḥ,teṣhām—amongst these;jñānī—those who are situated in knowledge;nitya-yuktaḥ—ever steadfast;eka—exclusively;bhaktiḥ—devotion;viśhiṣhyate—highest;priyaḥ—very dear;hi—certainly;jñāninaḥ—to the person in knowledge;atyartham—highly;aham—I;saḥ—he;cha—and;mama—to me;priyaḥ—very dear,tesham jnani nitya-yukta eka-bhaktir vishishyatepriyo hi jnanino ’tyartham aham sa cha mama priyah,"BG 7.17:Amongst these, I consider them to be the highest, who worship Me with knowledge, and are steadfastly and exclusively devoted to Me. I am very dear to them and they are very dear to Me.","Shree Krishan says in this verse that those who are seeking God in distress, for worldly gains or out of curiosity, etc. are yet to possess selfless devotion. Gradually in the process of devotion, their hearts become pure, and they realize their eternal relationship with God. Then they develop selfless, exclusive, and incessant devotion toward Him. Now that they have the knowledge that the happiness of the world is temporary and God is the source of eternal bliss, they neither crave for favorable circumstances nor lament over reversals in the world. They become situated in selfless devotion with complete self-surrender. And for their Divine Beloved, they are willing to offer themselves as an offering in the fire of divine love. Shree Krishna declares that such devotees are dearest Him."
17,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,18,उदारा: सर्व एवैते ज्ञानी त्वात्मैव मे मतम् |आस्थित: स हि युक्तात्मा मामेवानुत्तमां गतिम् || 18||,udārāḥ sarva evaite jñānī tvātmaiva me matamāsthitaḥ sa hi yuktātmā mām evānuttamāṁ gatim,udārāḥ—noble;sarve—all;eva—indeed;ete—these;jñānī—those in knowledge;tu—but;ātmā eva—my very self;me—my;matam—opinion;āsthitaḥ—situated;saḥ—he;hi—certainly;yukta-ātmā—those who are united;mām—in me;eva—certainly;anuttamām—the supreme;gatim—goal,udarah sarva evaite jnani tvatmaiva me matamasthitah sa hi yuktatma mam evanuttamam gatim,"BG 7.18:All those who are devoted to Me are indeed noble. But those in knowledge, who are of steadfast mind, whose intellect is merged in Me, and who have made Me alone as their supreme goal, I consider as My very self.","In the previous verse, Shree Krishna stated that the devotees situated in knowledge orjñānī bhaktare the highest. However, He clarifies in this verse that whatever may be the reason for their devotion, all His devotees are privileged; even the other three kinds are blessed souls. But the devotees seated in knowledge worship God selflessly, without expecting any material gains in return. Hence, the unconditional love of such selfless devotees even binds God.Worldly love; is driven by the desire for self-gratification. There is a give and take attitude, and there is an expectation of receiving something in return from the beloved. However,Parā bhaktior divine love is totally different. It is filled with the desire for the happiness of the Divine Beloved and sacrifice in His service. Divine love fosters a giving attitude without expecting anything in return.Chaitanya Mahaprabhu said:kāmera tātparya nija-sambhoga kevalakṛiṣhṇa-sukha-tātparya-mātra prema ta’ prabalaataeva kāma-preme bahuta antarakāma andha-tamaḥ, prema nirmala bhāskara(Chaitanya Charitāmṛit, Ādi Leela, 4.166 & 171)[v16]“Lust (worldly love) exists for self-happiness; divine love is harbored for Shree Krishna’s happiness. There is a tremendous difference between them—lust is like darkness and ignorance, while divine love is pure and illuminating.”Jagadguru Shree Kripaluji Maharaj has very beautifully stated:brahma lok paryanta sukh, aru muktihuñ sukh tyāg,tabai dharahu paga prema patha, nahiṅ lagi jaiheñ dāg.(Bhakti Śhatak verse 45)[v17]“Give up the desires for worldly pleasures and that of liberation if you wish to walk the path of devotion. Else the pure waters of divine love will get tainted with selfishness.”Sage Narad defined pure devotion in this manner:tat sukha sukhitvam(Nārad Bhakti Darśhan, Sūtra 24)[v18]“True love is for the happiness of the Beloved.” The materially motivated devotees cannot engage in such devotion, but the devotee who is in knowledge rises to this level of selflessness. When someone learns to love God in this manner, he becomes a slave of that Devotee. The highest quality of God isbhakta vatsaltā(his love for his devotees).The Puraṇas state:gītvā cha mama nāmāni vicharenmama sannidhauiti bravīmi te satyaṁ krītohaṁ tasya chārjuna(Ādi Purāṇ 1.2.231)[v19]Shree Krishna says: “I become the slave of those devotees of mine, who chant my names and keep me close to them in their thoughts; this is a fact, O Arjun.”In this verse Shree Krishna goes to the extent of saying that bound by the devotion and love of His selfless devotees, He looks upon them as Himself."
18,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,19,बहूनां जन्मनामन्ते ज्ञानवान्मां प्रपद्यते |वासुदेव: सर्वमिति स महात्मा सुदुर्लभ: || 19||,bahūnāṁ janmanām ante jñānavān māṁ prapadyatevāsudevaḥ sarvam iti sa mahātmā su-durlabhaḥ,"bahūnām—many;janmanām—births;ante—after;jñāna-vān—one who is endowed with knowledge;mām—unto me;prapadyate—surrenders;vāsudevaḥ—Shree Krishna, the son of Vasudev;sarvam—all;iti—that;saḥ—that;mahā-ātmā—great soul;su-durlabhaḥ—very rare",bahunam janmanam ante jnanavan mam prapadyatevasudevah sarvam iti sa mahatma su-durlabhah,"BG 7.19:After many births of spiritual practice, one who is endowed with knowledge surrenders unto Me, knowing Me to be all that is. Such a great soul is indeed very rare.","In this verse, Shree Krishna clears this common perception of the intellectually inclined people thatbhakti(devotion) is inferior tojñāna(knowledge). They are disdainful towards people engaged in devotion. They look down upon them and consider themselves to be superior as they are engaged in the brainy act of acquiring knowledge. Whereas, Shree Krishna declares that ajñānīspends several lifetimes cultivating knowledge and only when his or herjñānamatures does he finally surrender to God. In fact, it is true knowledge that leads to devotion.Let us look at this example of a man who was walking on the beach.  He steps upon an object on the sand and finds it to be a golden ring. He thinks of it as artificial jewellery worth $10, keeps it in his pocket, and forgets about it. After a few days, he remembers it and shows it to a friend, who is a goldsmith. He checks it and says, “This is pure gold and worth at least $500”. The man feels thrilled to have found something precious and wears it every day. A few days pass by, and his uncle visits him, who is a jeweller. The uncle looks at the ring and says, “The stone on your gold ring is a precious diamond. Where did you get this? It costs more than $50,000.” On hearing this, the man is overwhelmed and could not believe what his uncle just said. His uncle understood this and said, “It seems, you don’t believe me, I am willing to pay you $40,000 for it.” Now, the man feels elated as if he has won a lottery. He loves the diamond-studded gold ring much more, now that he knows its real value.This example demonstrates the direct relationship between knowledge and love. When the value of the ring was perceived by the man to be less, his love for it was also lesser as his knowledge of its value increased, the love for it, and the joy he got from it also kept increasing.  The Ramayan states:jāneṅ binu na hoi paratītī, binu paratīti hoi nahiṅ prītī [v20]“Without knowledge, there cannot be faith; without faith, love cannot grow.”Similarly, if someone has acquired true knowledge and claims to know theBrahman,then love for Him comes naturally. Else their knowledge is merely theoretical if they do not feel the love that fosters devotion.Shree Krishna says thatjñānīsspend several lifetimes seeking true knowledge, and when their knowledge matures into true wisdom, that the Supreme Lord is all that is; they surrender to Him. However, He does not say this for thejñānīs, karmīs, haṭha-yogis,ascetics, etc. He declares this for the devotees or such exalted souls who have realized “God is all that is” and surrendered to Him. Nevertheless, such noble souls are very rare."
19,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,20,कामैस्तैस्तैर्हृतज्ञाना: प्रपद्यन्तेऽन्यदेवता: |तं तं नियममास्थाय प्रकृत्या नियता: स्वया || 20||,kāmais tais tair hṛita-jñānāḥ prapadyante ’nya-devatāḥtaṁ taṁ niyamam āsthāya prakṛityā niyatāḥ svayā,kāmaiḥ—by material desires;taiḥ taiḥ—by various;hṛita-jñānāḥ—whose knowledge has been carried away;prapadyante—surrender;anya—to other;devatāḥ—celestial gods;tam tam—the various;niyamam—rules and regulations;āsthāya—following;prakṛityā—by nature;niyatāḥ—controlled;svayā—by their own,kamais tais tair hrita-jnanah prapadyante ’nya-devatahtam tam niyamam asthaya prakritya niyatah svaya,"BG 7.20:Those whose knowledge has been carried away by material desires surrender to the celestial gods. Following their own nature, they worship thedevatās, practicing rituals meant to propitiate these celestial personalities.","Shree Krishna says that people worship thedevatās (celestial gods) as per the prescribed rituals to attain material gains. Material desires have shrouded their knowledge. Hence, they forget that the Supreme Lord is the source of all that exists, including these celestial gods. As a president of a country appoints his officers among different departments. Similarly, these celestial gods also occupy different positions in the working of God’s creation. They derive their powers from God; they are not independent of Him. They can bestow on their devotees only material things that are under their control. But cannot liberate anyone from the bondage ofMayaor the cycle of birth and death because; they themselves are not liberated from this cycle. God alone has the power to do so. The celestial gods are also souls like us. However, they have attained these positions in the celestial abodes as a result of their pious deeds from previous lives. Once their account of pious deeds depletes, they have to return to earth. Hence, even the celestial gods are perishable; God alone is eternal."
20,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,21,यो यो यां यां तनुं भक्त: श्रद्धयार्चितुमिच्छति |तस्य तस्याचलां श्रद्धां तामेव विदधाम्यहम् || 21||,yo yo yāṁ yāṁ tanuṁ bhaktaḥ śhraddhayārchitum ichchhatitasya tasyāchalāṁ śhraddhāṁ tām eva vidadhāmyaham,yaḥ yaḥ—whoever;yām yām—whichever;tanum—form;bhaktaḥ—devotee;śhraddhayā—with faith;architum—to worship;ichchhati—desires;tasya tasya—to him;achalām—steady;śhraddhām—faith;tām—in that;eva—certainly;vidadhāmi—bestow;aham—I,yo yo yam yam tanum bhaktah shraddhayarchitum ichchhatitasya tasyachalam shraddham tam eva vidadhamyaham,"BG 7.21:Whatever celestial form a devotee seeks to worship with faith, I steady the faith of such a devotee in that form.","We find countless devotees around us engaging in devotion toward the celestial gods, with unflinching faith and wonder, how people develop such high faith in the lower form of worship? In this verse, Shree Krishna answers this and says that He is the creator of the faith in the celestial gods as well. When He finds people worshiping thedevatāsfor the fulfillment of their material desires, He helps them in their devotion and steadies their faith. The ability to createśhraddhāor faith is beyond the capacity of the celestial gods; it is the indwellingParamātmāor the Supreme Soul who inspires faith in the hearts of the devotees.  Later in the Bhagavad Gita verse 15.15, He states, “I am seated in the hearts of all living beings, and from Me come memory, knowledge, as well as forgetfulness. I alone am to be known by all the Vedas, am the author of the Vedant, and the knower of the meaning of the Vedas.”Shree Krishna had earlier mentioned that those who are in true-knowledge engage in the highest and the most beneficial kind ofśhraddhāthat is to worship the Supreme Lord. Then one might ask, why the Supreme Lord creates faith in people toward the celestial gods—is it not inappropriate?Let us look at this example of parents giving dolls to their small children. The child plays with these dolls as if they were real people and develops love and affection towards them. The parents are aware of the child’s innocence, yet they encourage this play to help the child develop the qualities of love, care, and affection towards other people. These qualities will help children become socially responsible when they grow up.Similarly, our eternal parent God is aware of our ignorance. Hence, when He finds that some souls engage in worship of the celestial gods for material gains, He helps them by steading their faith. He is aware that this experience will help in the evolution of the soul, and once they acquire true-knowledge that the Supreme Lord is the summum bonum or the highest good of everything, they will surrender to Him."
21,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,22,स तया श्रद्धया युक्तस्तस्याराधनमीहते |लभते च तत: कामान्मयैव विहितान्हि तान् || 22||,sa tayā śhraddhayā yuktas tasyārādhanam īhatelabhate cha tataḥ kāmān mayaiva vihitān hi tān,saḥ—he;tayā—with that;śhraddhayā—faith;yuktaḥ—endowed with;tasya—of that;ārādhanam—worship;īhate—tries to engage in;labhate—obtains;cha—and;tataḥ—from that;kāmān—desires;mayā—by me;eva—alone;vihitān—granted;hi—certainly;tān—those,sa taya shraddhaya yuktas tasyaradhanam ihatelabhate cha tatah kaman mayaiva vihitan hi tan,"BG 7.22:Endowed with faith, the devotee worships a particular celestial god and obtains the objects of desire. But in reality, I alone arrange these benefits.","Shree Krishna reiterates in this verse that the celestial gods do not have the capacity to fulfill the material desires of their devotees. They can only grant wishes if God permits it.Labhatemeans “to obtain.” The devotees with mediocre understanding may think that they have obtained their desired material objects by pleasing thedevatās(celestial gods).However, it is not thedevatās, but God who facilitates everything."
22,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,23,अन्तवत्तु फलं तेषां तद्भवत्यल्पमेधसाम् |देवान्देवयजो यान्ति मद्भक्ता यान्ति मामपि || 23||,antavat tu phalaṁ teṣhāṁ tad bhavatyalpa-medhasāmdevān deva-yajo yānti mad-bhaktā yānti mām api,anta-vat—perishable;tu—but;phalam—fruit;teṣhām—by them;tat—that;bhavati—is;alpa-medhasām—people of little understanding;devān—to the celestial gods;deva-yajaḥ—the worshipers of the celestial gods;yānti—go;mat—my;bhaktāḥ—devotees;yānti—go;mām—to me;api—whereas,antavat tu phalam tesham tad bhavatyalpa-medhasamdevan deva-yajo yanti mad-bhakta yanti mam api,"BG 7.23:But the fruit gained by these people of little understanding is perishable. Those who worship the celestial gods go to the celestial abodes, while My devotees come to Me.","Continuing from the previous verses, Shree Krishna explains to Arjun the spiritual principle that is: “One attains the object of one’s worship. People who worship thedevatāsgo to the planets of the respectivedevatāsupon death.Whereas, those who are devoted to me come to my abode.”  Now, the question comes up again, when reaching God is the ultimate destination, then why does God steady the faith of those devotees who worship the celestial gods?Consider the example of our education system, where students start with primary school but cannot stay at that level forever. The teachers encourage them and coach them to move to the next level. Even though primary school is necessary, students outgrow that and keep moving higher and higher. Similarly, the Bhagavad Gita is not for the primary school students or the novices who wish to attain the celestial abodes. But for those devotees who are seeking a higher purpose.Since thedevatāsare perishable, the fruits they bestow on their devotees are also perishable. However, God is imperishable, and the fruits of his worship are also ever-lasting. Those who worship the eternal form of God, upon death, attain His eternal abode and stay there forever in His service."
23,7,Jñāna Vijñāna Yog,Yog through the Realization of Divine Knowledge,24,अव्यक्तं व्यक्तिमापन्नं मन्यन्ते मामबुद्धय: |परं भावमजानन्तो ममाव्ययमनुत्तमम् || 24||,avyaktaṁ vyaktim āpannaṁ manyante mām abuddhayaḥparaṁ bhāvam ajānanto mamāvyayam anuttamam,avyaktam—formless;vyaktim—possessing a personality;āpannam—to have assumed;manyante—think;mām—me;abuddhayaḥ—less intelligent;param—Supreme;bhāvam—nature;ajānantaḥ—not understanding;mama—my;avyayam—imperishable;anuttamam—excellent,avyaktam vyaktim apannam manyante mam abuddhayahparam bhavam ajananto mamavyayam anuttamam,"BG 7.24:The less intelligent think that I, the Supreme Lord Shree Krishna, was formless earlier and have now assumed this personality. They do not understand the imperishable exalted nature of My personal form.","People often vehemently debate upon the Supreme Lord being a formless God, while the others claim He exists in His personal-form. Even those who agree to both aspects of God’s personality are sometimes confused. Which of them precedes the other, and which of them is the original God? Did the personal form of God manifest from the formless, or is it the other way round? We have discussed this earlier in the commentary for Verse 4.5.Here in this verse, Shree Krishna resolves this debate by stating that God exists in the spiritual realm eternally in His divine form. The ignorant do not understand the magnificent and imperishable nature of His personal-form. The divine personality of God has not manifested from the formlessBrahman;it is primordial. The divine light that emanates from His transcendental body is the formlessBrahman.The Padma Purāṇ states:yannakhenduruchir brahma dhyeyaṁ brahmādibhiḥ suraiḥguṇatrayamatītaṁ taṁ vande vṛindāvaneśhvaram(Patal Khand 77.60) [v21]“The light that emanates from the toenails of God’s personality is worshipped as theBrahmanby thejñānīs.”Therefore, there is no difference between the two forms. Neither of them is superior or inferior. In God’s personal-form, His name, form, virtues, abode, pastimes, associates, etc., manifest as an extension of His divine energy. However, in the formlessBrahman,even though all the divine potencies and energies exist, they are in a concealed form."
